time,loop_dt,x,y,z,vx,vy,vz,pitch,roll,yaw,pid_x,pid_y,pid_z,rc_lr,rc_fb,rc_ud,rc_yaw,tof_cm,barometer_m,height_cm,agx,agy,agz,vel_raw_x,vel_raw_y,vel_raw_z,pitch_raw,roll_raw,yaw_raw,battery:
1765315462.2617624,0.0,0.00285487174987793,0.0012288880348205566,1.0254674320365527,0.0,0.01,0.0,1,0,0,-0.11420324585786931,-0.2363555213928223,40,-0.11420324585786931,-0.2363555213928223,40,0,84,15966.0,60,19.0,-2.0,-965.0,0,1,0,1,0,0,76
1765315462.3027878,0.0,0.00285487174987793,0.0016391420364379882,0.8606402296109658,0.0,0.01,0.0,1,0,0,-0.11419822034021804,-0.26044568145751945,40,-0.11419822034021804,-0.26044568145751945,40,0,84,15966.0,60,19.0,-2.0,-965.0,0,1,0,1,0,0,76
1765315462.3436365,0.0,0.00285487174987793,0.002047629356384277,0.8111920688832897,0.0,0.01,0.0,1,0,0,-0.11419621013315753,-0.27985717425537104,18.58504550886952,-0.11419621013315753,-0.27985717425537104,18.58504550886952,0,84,15966.0,60,19.0,-2.0,-965.0,0,1,0,1,0,0,76
1765315462.3850439,0.0,0.0032689452171325685,0.002047629356384277,-0.18714237933501313,0.01,0.0,0.0,1,0,0,-0.2507583447405189,-0.16108597425537108,40,-0.2507583447405189,-0.16108597425537108,40,0,83,15959.0,60,45.0,-38.0,-1026.0,1,0,0,1,0,0,76
1765315462.4259272,0.0,0.003677778244018555,0.002047629356384277,0.07335728619949605,0.01,0.0,0.0,1,0,0,-0.3151113441828287,-0.11357749425537109,16.794318721127205,-0.3151113441828287,-0.11357749425537109,16.794318721127205,0,83,15963.0,60,-7.0,-18.0,-1068.0,1,0,0,1,0,0,76
1765315462.4662628,0.0,0.004081134796142578,0.002047629356384277,0.15150718585984882,0.01,0.0,0.0,1,0,0,-0.3504454776145377,-0.09457410225537108,-4.11412935833445,-0.3504454776145377,-0.09457410225537108,-4.11412935833445,0,83,15963.0,60,-7.0,-18.0,-1068.0,1,0,0,1,0,0,76
1765315462.5065763,0.0,0.004484269618988037,0.002047629356384277,0.7314521557577001,0.01,0.0,0.0,1,-1,0,-0.37425081906705526,-0.08697274545537108,-40,-0.37425081906705526,-0.08697274545537108,-40,0,82,15966.999999999998,60,-17.0,1.0,-1033.0,1,0,0,1,-1,0,76
1765315462.5480564,0.0,0.004899070262908935,0.002047629356384277,0.9054356467270555,0.01,0.0,0.0,1,-1,0,-0.39391482423937085,-0.08393220273537108,-40,-0.39391482423937085,-0.08393220273537108,-40,0,82,15966.999999999998,60,-17.0,1.0,-1033.0,1,0,0,1,-1,0,76
1765315462.5890245,0.0,0.005308752059936523,0.002047629356384277,0.957630694017862,0.01,0.0,0.0,1,-1,0,-0.41153088788666614,-0.08271598564737108,-36.24147288233989,-0.41153088788666614,-0.08271598564737108,-36.24147288233989,0,82,15966.999999999998,60,-17.0,1.0,-1033.0,1,0,0,1,-1,0,76
1765315462.630227,0.0,0.005720777511596679,0.002047629356384277,0.2732892082053586,0.01,0.0,0.0,0,-2,0,-0.4285034226595492,-0.08222949881217108,40,-0.4285034226595492,-0.08222949881217108,40,0,82,15962.0,60,-10.0,18.0,-987.0,1,0,0,0,-2,0,76
1765315462.6712594,0.0,0.00613110065460205,0.002047629356384277,0.06798676246160759,0.01,0.0,0.0,0,-2,0,-0.4451129550623549,-0.08203490407809108,40,-0.4451129550623549,-0.08203490407809108,40,0,82,15962.0,60,-10.0,18.0,-987.0,1,0,0,0,-2,0,76
1765315462.7118175,0.0,0.006536681652069091,0.002047629356384277,0.42289602873848237,0.01,0.0,0.0,0,-2,0,-0.46141483763407287,-0.08195706618445908,-39.472780308142816,-0.46141483763407287,-0.08195706618445908,-39.472780308142816,0,81,15965.0,60,7.0,-20.0,-1031.0,1,0,0,0,-2,0,76
1765315462.7526748,0.0,0.006945254802703857,0.002047629356384277,0.5293688086215448,0.01,0.0,0.0,0,-2,0,-0.477789220728678,-0.08192593102700628,-31.133597116359436,-0.477789220728678,-0.08192593102700628,-31.133597116359436,0,81,15965.0,60,7.0,-20.0,-1031.0,1,0,0,0,-2,0,76
1765315462.7935646,0.0,0.007354152202606201,0.002047629356384277,0.5613106425864636,0.01,0.0,0.0,0,-2,0,-0.4941576995524576,-0.08191347696402516,-15.858268411920399,-0.4941576995524576,-0.08191347696402516,-15.858268411920399,0,81,15965.0,60,7.0,-20.0,-1031.0,1,0,0,0,-2,0,76
1765315462.8347073,0.0005054473876953125,0.007770633697509765,0.002047629356384277,0.010893192776193772,0.01,0.0,0.0,1,-2,0,-0.5108219924796744,-0.08190849533883271,40,-0.5108219924796744,-0.08190849533883271,40,0,81,15961.000000000002,60,-19.0,-20.0,-1044.0,1,0,0,1,-2,0,76
1765315462.8761697,0.0,0.008180203437805175,0.002047629356384277,-0.15423204216688718,0.01,0.0,0.0,1,-2,0,-0.5272067953439203,-0.08190650268875574,40,-0.5272067953439203,-0.08190650268875574,40,0,81,15961.000000000002,60,-19.0,-20.0,-1044.0,1,0,0,1,-2,0,76
1765315462.9170744,0.0,0.008589251041412352,0.002047629356384277,0.3562303873499339,0.01,0.0,0.0,0,-1,0,-0.5435695047891793,-0.08190570562872494,-40,-0.5435695047891793,-0.08190570562872494,-40,0,81,15965.0,60,-41.0,21.0,-1029.0,1,0,0,0,-1,0,76
1765315462.9578664,0.0005044937133789062,0.009002215862274168,0.002047629356384277,0.5093691162049803,0.01,0.0,0.0,0,-1,0,-0.5600884197440407,-0.08190538680471263,-40,-0.5600884197440407,-0.08190538680471263,-40,0,81,15965.0,60,-41.0,21.0,-1029.0,1,0,0,0,-1,0,76
1765315462.998444,0.0,0.009402947425842283,0.002047629356384277,0.5553107348614942,0.01,0.0,0.0,0,-1,0,-0.576117811134921,-0.0819052592751077,-23.30488090458795,-0.576117811134921,-0.0819052592751077,-23.30488090458795,0,81,15965.0,60,-41.0,21.0,-1029.0,1,0,0,0,-1,0,76
1765315463.0388703,0.0,0.009807209968566892,0.002047629356384277,-0.13090677954155172,0.01,0.0,0.0,0,-2,0,-0.5922883643831675,-0.08190520826326574,40,-0.5922883643831675,-0.08190520826326574,40,0,81,15960.0,60,35.0,-7.0,-1071.0,1,0,0,0,-2,0,76
